,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Ishimbay,88,RU,1539317959,85,53.45,56.04,37.35,13.78
377,Palmira,40,CO,1539313200,73,3.53,-76.3,71.6,9.17
378,Soyo,68,AO,1539317750,96,-6.13,12.37,72.99,2.93
379,Batagay,88,RU,1539317960,83,67.65,134.64,22.95,3.15
380,Sept-Iles,90,CA,1539316800,92,50.2,-66.38,30.2,13.87
381,Etchojoa,64,MX,1539317960,76,26.91,-109.62,79.65,3.6
382,Yerbogachen,88,RU,1539317960,64,61.28,108.01,38.52,7.74
383,Waipawa,92,NZ,1539317960,93,-39.94,176.59,47.66,23.29
384,Saskylakh,64,RU,1539317961,96,71.97,114.09,26.82,4.61
385,Murchison,0,AU,1539317961,72,-36.62,145.22,66.69,8.75
386,Samarai,68,PG,1539317961,100,-10.62,150.67,79.47,12.66
387,Deputatskiy,44,RU,1539317961,90,69.3,139.9,18.0,3.49
388,Ustikolina,0,BA,1539316800,100,43.58,18.79,39.2,2.37
389,Poum,0,MK,1539317961,87,41.28,20.71,36.18,2.59
390,Wawa,36,NG,1539317962,76,9.9,4.41,74.21,6.17
391,Mackenzie,90,CA,1539317220,86,55.34,-123.09,37.4,9.17
392,Padang,80,ID,1539317962,100,-0.92,100.36,78.66,11.54
393,Jaciara,64,BR,1539317962,92,-15.95,-54.98,74.66,3.15
394,Vondrozo,88,MG,1539317962,96,-22.82,47.32,65.3,3.94
395,Tatarsk,88,RU,1539317962,53,55.22,75.96,49.68,13.22
396,Opuwo,0,NA,1539317963,62,-18.06,13.84,55.26,3.38
397,Gravdal,0,NO,1539316200,67,59.79,5.78,59.0,17.22
398,Brest,0,BY,1539313200,93,52.09,23.69,46.4,6.71
399,San Borja,44,BO,1539317963,94,-14.86,-66.75,69.71,1.81
400,Makakilo City,90,US,1539313020,69,21.35,-158.09,80.96,8.05
401,Troitsko-Pechorsk,92,RU,1539317964,88,62.71,56.19,33.03,6.96
402,Ejido,90,VE,1539313200,93,8.55,-71.24,64.4,0.92
403,Puerto Escondido,40,MX,1539312000,69,15.86,-97.07,78.8,1.36
404,San Luis,80,AR,1539317965,61,-33.3,-66.34,59.94,6.4
405,Sisimiut,0,GL,1539317965,100,66.94,-53.67,2.21,1.7
406,Saint-Philippe,90,CA,1539317820,100,45.36,-73.48,51.8,3.36
407,Karpathos,0,GR,1539316200,77,35.51,27.21,69.8,21.92
408,Edd,0,ER,1539317965,59,13.93,41.69,62.82,0.58
409,Tra Vinh,12,VN,1539317966,91,9.93,106.35,82.89,4.61
410,Morehead,75,US,1539312780,74,38.18,-83.43,53.96,4.7
411,Half Moon Bay,1,US,1539316560,72,37.46,-122.43,62.96,14.99
412,Sabang,80,PH,1539317966,87,13.72,123.58,84.2,7.4
413,Esmeraldas,0,BR,1539316800,57,-19.76,-44.31,77.0,13.87
414,Longyearbyen,75,NO,1539316200,69,78.22,15.63,37.4,21.92
415,Vaitape,92,PF,1539317967,100,-16.52,-151.75,77.67,18.37
416,Sitka,92,US,1539317967,83,37.17,-99.65,47.66,10.65
417,Cortez,90,US,1539316380,86,37.35,-108.58,46.94,4.7
418,Hualmay,88,PE,1539317967,99,-11.1,-77.61,59.31,5.84
419,Bambous Virieux,40,MU,1539313200,64,-20.34,57.76,73.4,16.11
420,Tessalit,0,ML,1539317967,34,20.2,1.01,68.76,9.64
421,San Carlos,44,VE,1539317968,81,9.66,-68.59,76.95,3.27
422,Visby,0,SE,1539316200,93,57.64,18.3,51.8,12.75
423,Dogondoutchi,8,NE,1539317968,77,13.64,4.03,74.16,3.6
424,Srednekolymsk,88,RU,1539317969,84,67.46,153.71,28.31,3.15
425,Tyumentsevo,0,RU,1539317969,56,53.32,81.5,48.33,15.57
426,San Jose,56,PH,1539317706,83,15.79,120.99,81.68,2.71
427,Eyl,36,SO,1539317969,97,7.98,49.82,74.97,8.86
428,Manoel Urbano,12,BR,1539317970,96,-8.84,-69.26,76.05,2.04
429,Zeven,0,DE,1539316200,81,53.3,9.28,55.4,4.7
430,Vostok,44,RU,1539317970,77,46.45,135.83,44.6,3.71
431,Makuyuni,64,TZ,1539317970,99,-5.02,38.33,59.22,1.81
432,Puerto Carreno,75,CO,1539313200,94,6.19,-67.49,77.0,5.28
433,Fortuna,0,ES,1539316800,93,38.18,-1.13,62.6,1.12
434,Balikpapan,92,ID,1539317971,100,-1.24,116.86,80.06,3.38
435,Jieshi,76,CN,1539317971,100,22.82,115.83,71.64,19.82
436,Shakawe,20,BW,1539317971,41,-18.36,21.84,60.53,3.94
437,Arman,75,RU,1539315000,87,59.7,150.17,44.6,4.47
438,Hirara,75,JP,1539313200,100,24.8,125.28,71.6,17.22
439,Henties Bay,92,NA,1539317972,100,-22.12,14.28,57.42,6.62
440,Daru,36,SL,1539317972,97,7.99,-10.85,69.84,2.93
441,Batagay-Alyta,88,RU,1539317972,90,67.8,130.41,21.83,3.71
442,Prajeni,0,RO,1539316800,76,47.52,27.02,50.0,5.82
443,Urazovo,0,RU,1539317972,92,50.09,38.04,37.13,7.18
444,Lawrenceburg,1,US,1539316500,81,35.24,-87.33,57.02,5.82
445,Panlaitan,24,PH,1539317973,87,12.12,119.85,86.81,13.89
446,Soledar,0,UA,1539317973,80,48.69,38.06,41.22,9.42
447,Kirkwall,8,GB,1539316200,100,58.98,-2.96,50.0,5.82
448,Mareeba,0,AU,1539316800,61,-16.99,145.42,82.4,10.29
449,Jalu,0,LY,1539317973,69,29.03,21.55,60.48,6.4
450,Dickinson,90,US,1539312960,18,46.88,-102.79,33.08,5.82
451,Flinders,75,AU,1539316800,59,-34.58,150.85,60.8,11.41
452,Sombrerete,0,MX,1539317974,67,23.63,-103.64,51.66,2.37
453,Atambua,0,ID,1539317974,73,-9.11,124.89,86.0,3.6
454,Vilyuysk,92,RU,1539317974,99,63.75,121.63,35.78,3.6
455,Anori,80,BR,1539317974,86,-3.74,-61.66,80.15,2.48
456,Port Hardy,90,CA,1539316800,93,50.7,-127.42,50.0,2.24
457,Kulu,76,CD,1539317975,100,3.47,23.69,69.21,2.26
458,San Ignacio,0,CL,1539313200,100,-36.8,-72.03,44.6,4.7
459,Port Blair,64,IN,1539317975,100,11.67,92.75,82.85,9.31
460,Ust-Uda,8,RU,1539317975,96,54.17,103.03,40.95,3.15
461,Koidu,68,SL,1539317976,97,8.64,-10.97,71.78,3.38
462,Ucluelet,36,CA,1539317976,93,48.94,-125.55,48.87,1.92
463,Coffs Harbour,75,AU,1539316800,88,-30.3,153.13,62.6,10.29
464,Hamilton,40,BM,1539316500,69,32.3,-64.78,75.2,6.93
465,Graciano Sanchez,80,MX,1539317976,100,23.92,-99.28,72.54,2.93
466,Kutum,0,SD,1539317977,27,14.2,24.66,66.42,12.55
467,Kuandian,0,CN,1539317977,68,40.73,124.78,52.43,3.6
468,Bathsheba,40,BB,1539313200,78,13.22,-59.52,82.4,9.17
469,Betsiamites,90,CA,1539317340,100,48.94,-68.65,39.2,12.75
470,Nome,75,US,1539316800,74,30.04,-94.42,71.06,3.36
471,Oshkosh,90,US,1539317040,14,44.02,-88.54,39.92,14.99
472,Isla Mujeres,40,MX,1539312120,94,21.23,-86.73,77.0,3.6
473,Cayenne,0,GF,1539315000,100,4.94,-52.33,77.0,2.24
474,Kalispell,1,US,1539312900,16,48.2,-114.32,35.06,4.7
475,Dali,92,CN,1539317978,100,25.6,100.24,57.33,1.81
476,Noyabrsk,88,RU,1539317978,100,63.2,75.45,35.96,8.97
477,Kurilsk,100,RU,1539317978,100,45.23,147.88,56.03,7.96
478,Oussouye,0,SN,1539316800,100,12.49,-16.54,78.8,11.21
479,Rio Tuba,44,PH,1539317979,99,8.51,117.43,83.79,8.52
480,Santa Barbara,1,US,1539316620,74,34.42,-119.7,62.96,2.71
481,Inuvik,90,CA,1539316800,92,68.36,-133.71,24.8,5.82
482,Seymchan,48,RU,1539317979,94,62.93,152.39,25.43,3.27
483,Kungurtug,48,RU,1539317980,79,50.6,97.53,35.06,1.7
484,Honiara,40,SB,1539316800,66,-9.43,159.96,87.8,6.93
485,Saint George,20,GR,1539316200,76,39.45,22.34,57.2,6.93
486,Ostersund,0,SE,1539316200,81,63.18,14.64,48.2,11.41
487,Ust-Kut,64,RU,1539317980,73,56.78,105.75,36.23,4.83
488,Pundaguitan,12,PH,1539317980,97,6.37,126.17,84.6,1.7
489,Mangrol,0,IN,1539317981,59,25.33,76.51,78.93,4.27
490,Comodoro Rivadavia,0,AR,1539313200,32,-45.87,-67.48,53.6,10.29
491,Ventspils,0,LV,1539316200,100,57.39,21.56,46.4,3.36
492,Nisia Floresta,20,BR,1539313200,73,-6.09,-35.21,77.0,11.41
493,Ambulu,8,ID,1539317981,83,-8.35,113.61,80.19,3.94
494,Aitape,0,PG,1539317981,99,-3.15,142.36,82.98,9.42
495,Poya,56,NC,1539317982,100,-21.35,165.16,71.73,5.73
496,Natal,20,BR,1539313200,73,-5.81,-35.21,77.0,11.41
497,Emmett,1,US,1539315300,81,43.87,-116.5,50.0,2.93
498,Watertown,0,US,1539317735,89,44.9,-97.12,21.65,3.71
499,Magadi,0,IN,1539316800,65,12.96,77.22,78.8,4.7
500,Broome,48,GB,1539316200,87,52.47,1.45,57.2,12.75
501,Iranshahr,0,IR,1539313200,11,27.21,60.69,68.0,6.93
502,Morro Bay,1,US,1539316560,83,35.37,-120.85,62.96,3.36
503,Warmbad,0,DE,1539316800,93,50.67,13.08,59.0,2.24
504,Aloleng,0,PH,1539317696,92,16.13,119.78,86.13,5.17
505,Vila Franca do Campo,75,PT,1539316800,88,37.72,-25.43,71.6,23.04
506,Seoul,0,KR,1539316800,56,37.57,126.98,59.54,3.36
507,Hami,0,CN,1539317983,44,42.84,93.51,54.54,6.85
508,Little Rock,40,US,1539316560,80,34.75,-92.29,57.02,3.36
509,Najran,0,SA,1539313200,47,17.54,44.22,64.4,2.04
510,Port Shepstone,92,ZA,1539317984,97,-30.74,30.45,67.32,15.23
511,Dingle,24,PH,1539317984,71,11.0,122.67,86.18,10.65
512,Luganville,24,VU,1539317984,99,-15.51,167.18,80.37,11.21
513,Petropavlovsk-Kamchatskiy,64,RU,1539315000,62,53.05,158.65,51.8,11.18
514,Meulaboh,64,ID,1539317985,100,4.14,96.13,79.83,2.15
515,Maple Creek,12,CA,1539317985,91,49.91,-109.46,30.06,9.31
516,Abu Samrah,12,SY,1539317985,88,35.3,37.18,56.93,1.92
517,Banda Aceh,56,ID,1539317985,95,5.56,95.32,79.7,1.92
518,Wenling,36,CN,1539317985,91,28.38,121.38,70.47,13.11
519,Dauphin,1,CA,1539316800,92,51.15,-100.04,19.4,4.61
520,Slave Lake,90,CA,1539316800,86,55.28,-114.77,39.2,6.17
521,Cuamba,32,MZ,1539317986,72,-14.8,36.54,68.04,2.15
522,Kosonsoy,68,UZ,1539315000,62,41.25,71.55,53.6,2.24
523,Sosnovo-Ozerskoye,88,RU,1539317986,61,52.53,111.54,44.06,8.75
524,Guarapari,75,BR,1539313200,83,-20.67,-40.5,77.0,6.93
525,Faanui,36,PF,1539317987,100,-16.48,-151.75,79.83,15.35
526,Tooele,1,US,1539316560,88,40.53,-112.3,46.94,3.36
527,Walvis Bay,76,NA,1539313200,87,-22.95,14.51,55.4,10.29
528,Shache,8,CN,1539317987,51,38.42,77.24,48.11,4.05
529,Maracacume,0,BR,1539317987,88,-2.04,-45.96,75.87,7.63
530,Tairua,88,NZ,1539317987,77,-37.02,175.85,57.56,13.44
531,Bitung,75,ID,1539316800,78,1.44,125.19,82.4,9.17
532,Caravelas,36,BR,1539317988,100,-17.73,-39.27,77.49,17.25
533,Iwanai,88,JP,1539317988,100,42.97,140.51,54.27,16.8
534,Tigil,80,RU,1539317988,65,57.8,158.67,48.42,13.0
535,Eregli,0,TR,1539317989,86,37.51,34.05,42.71,2.82
536,Krasnogorsk,0,RU,1539315000,100,55.82,37.34,33.8,2.24
537,Aras,0,YE,1539317989,59,14.28,44.38,40.32,3.6
538,Khandyga,76,RU,1539317989,74,62.65,135.58,26.06,3.38
539,Bosaso,0,SO,1539317989,100,11.28,49.18,81.63,4.5
540,La Ronge,75,CA,1539316800,100,55.1,-105.3,32.0,6.93
541,Boddam,0,GB,1539316200,93,57.47,-1.78,48.2,4.7
542,Ripoll,20,ES,1539316800,100,42.2,2.19,57.2,2.15
543,Souillac,0,FR,1539316800,100,45.6,-0.6,62.6,2.24
544,Humaita,90,AR,1539313200,82,-24.93,-65.37,57.2,6.93
545,Yining,0,CN,1539317990,49,29.04,114.56,66.15,3.15
546,Quatre Cocos,40,MU,1539313200,64,-20.21,57.76,73.4,16.11
547,Japura,88,ID,1539317991,92,-0.42,102.29,78.39,2.82
548,Sangre Grande,20,TT,1539313200,88,10.59,-61.13,78.8,8.86
549,Launceston,90,AU,1539316800,58,-41.43,147.14,59.0,9.17
550,Ukiah,1,US,1539316560,59,39.15,-123.21,60.08,3.36
551,Yantal,20,RU,1539317991,67,56.85,105.25,36.9,4.94
552,Muskogee,75,US,1539316500,83,35.75,-95.37,55.94,3.36
553,Mitchell,20,US,1539316380,18,43.71,-98.03,32.0,2.04
554,Thinadhoo,64,MV,1539317992,99,0.53,72.93,83.07,5.61
555,Baracoa,76,CU,1539317992,100,20.35,-74.5,78.35,6.17
556,Nikolayevsk-na-amure,0,RU,1539317992,83,53.14,140.72,48.69,6.17
557,Ngunguru,36,NZ,1539317992,91,-35.62,174.5,61.88,27.87
558,Miragoane,36,HT,1539317992,100,18.44,-73.09,79.65,3.38
559,Sydney,75,AU,1539316800,72,-33.85,151.22,62.6,18.34
